"Service name","Type of establishment","Services provided","Address line 1","Address line 2",Postcode,"Last inspection date",Telephone,Sector
"Jamie Pugh Dental Healthcare Ltd","Dental Practices",Dental,"15–16 Cardiff Street",Aberdare,"CF44 7DP",22/02/2022,"'01685 876151",Private/Independent
"Brynmawr Dental Care","Dental Practices",Dental,"89 Bailey Street",Brynmawr,"NP23 4AN",15/11/2023,"'01495 310646","NHS, Private/Independent"
"JD Isaac","Dental Practices",Dental,"68 Commercial Road, Taibach","Port Talbot","SA13 1LR",26/06/2024,"'01639 895566",NHS
"Johnstown Dental Practice","Dental Practices",Dental,"24 High Street, Johnstown",Wrexham,"LL14 1SL",06/08/2018,"'01978 840754",Private/Independent
"MyDentist – Kandy Lodge, Wrexham","Dental Practices",Dental,"High Street, Ruabon",Wrexham,"LL14 6NH",24/08/2021,"'01978 823490","NHS, Private/Independent"
"Kensington Court Clinic",Clinics,"Mental Health","197 Chepstow Road",Newport,"NP19 8GH",08/04/2025,"'01633 279992",Private/Independent
"Kieron Hastings Dental Surgery","Dental Practices",Dental,"24 King Street",Abertillery,"NP13 1AD",02/08/2021,"'01495 212592","NHS, Private/Independent"
"Killay Dental Health Centre","Dental Practices",Dental,"11 Cygnet Close Killay",Swansea,SA27BB,20/11/2024,"'01792 202078","NHS, Private/Independent"
"MyDentist – Goetre Fawr Road, Killay","Dental Practices",Dental,"12 Goetre Fawr Road Killay",Swansea,"SA2 7QS",04/06/2026,"'01792 205272","NHS, Private/Independent"
"Killay Surgery","GP Surgeries","GP services","Goetre Fawr Road Killay",Swansea,SA27QP,31/12/2025,"'01792 201181",NHS
"Kings House Surgery","GP Surgeries","GP services","Kings Avenue",Denbighshire,"LL18 1LT",,"'01745 344189",NHS
"Kings Road Surgery","GP Surgeries","GP services","2/4 Kings Road Mumbles",Swansea,SA34AJ,12/03/2025,"'01792 360933",NHS
"Kings Road Surgery","GP Surgeries","GP services","180 Kings Road Canton",Canton,"CF11 9DQ",,"'029 2038 8803",NHS
"King's Surgery","GP Surgeries","GP services","Port Talbot Resource Centre Moor Road","Port Talbot","SA12 7BJ",,"'01639 821489",NHS
"Kingsway Surgery","GP Surgeries","GP services","37 The Kingsway",Swansea,SA15LF,01/05/2025,"'01792 650716",NHS
"Kinmel Bay Medical Centre","GP Surgeries","GP services","The Square",Conwy,"LL18 5AU",27/12/2018,"'01745 353965",NHS
"Knighton Hospital",Hospitals,,"Ffrydd Road Knighton",Radnor,LD71DF,16/12/2016,"'01547 528633",NHS
"Ladywell Surgery","GP Surgeries","GP services","Ladywell Shopping Centre",Newtown,"SY16 1AF",,"'01686 623791",NHS
"Laffan Dental Practice","Dental Practices",Dental,"205-207 High Street",Blackwood,"NP12 1AA",05/09/2018,"'01495 224175",Private/Independent
"Lakeside Dental Practice","Dental Practices",Dental,"62 Celyn Avenue",Lakeside,"CF23 6EP",10/10/2022,"'029 2075 5026","NHS, Private/Independent"
"Lakeside Medical Centre","GP Surgeries","GP services","Wellington Road",Denbighshire,"LL18 1LR",,"'01745 344680",NHS
"Llwynbedw Medical Centre","GP Surgeries","GP services","82-88 Caerphilly Road Birchgrove",,"CF14 4AG",,"'029 2052 1222",NHS
"Llwyneryr Unit",Hospitals,"Learning Disability","Learning Disability Services, Clasemont Road","Morriston, Swansea","SA6 6AH",25/06/2021,"'01792 784000",NHS
"Llwynhendy Health Centre","GP Surgeries","GP services",Llwynhendy,Llanelli,"SA14 9BN",,"'01554 779890",NHS
"Llwynypia Surgery","GP Surgeries","GP services","150 Tyntyla Road Llwynypia",Tonypandy,"CF40 2SX",15/05/2017,"'01443 432381",NHS
"Llynfi Dental","Dental Practices",Dental,"14 Talbot Street Maesteg",Maesteg,"CF34 9BT",15/02/2023,"'01656 734939","NHS, Private/Independent"
"Llynfi Surgery","GP Surgeries","GP services","Llynfi Road",Bridgend,"CF34 9DT",25/04/2023,"'01656 739023",NHS
"Llynyfran Surgery","GP Surgeries","GP services","Llynyfran Road",Llandysul,"SA44 4JX",01/11/2019,"'01559 364000",NHS
"Llys Einion Dental Surgery","Dental Practices",Dental,"Llys Einion Dental Practice 60 Heol Maengwyn",Machynlleth,"SY20 8DY",10/10/2023,"'01654 700022","NHS, Private/Independent"
"Llys Meddyg","GP Surgeries","GP services","Victoria Road",Gwynedd,"LL54 6HD",,"'01286 880207",NHS
"Llys Meddyg","GP Surgeries","GP services","23 Castle Street",Conwy,"LL32 8AY",11/07/2017,"'01492 592424",NHS
"Llys Meddyg (Sway Road Surgery)","GP Surgeries","GP services","65 Sway Road Morriston",Swansea,SA66JA,,"'01792 773150",NHS
"Llys Meddyg Surgery","GP Surgeries","GP services","Paradise Road",Conwy,"LL34 6AS",,"'01492 623191",NHS
"Lodge Dental","Dental Practices",Dental,"10 Monmouth Road",Abergavenny,"NP7 5HH",10/07/2024,"'01873 854711",Private/Independent
"Bupa Dental Care – Bangor","Dental Practices",Dental,"Lodwig Villa, Holyhead Road",Bangor,"LL57 2DP",02/01/2025,"'01248 355595",Private/Independent
"London Women's Clinic (Cardiff)",Clinics,IVF,"15 Windsor Place",Cardiff,"CF10 3BY",27/06/2025,"'02920 236301",Private/Independent
"Longford House Surgery","GP Surgeries","GP services","Longford Road",Anglesey,"LL65 1TR",,"'01407 762341",NHS
"Longford Road Dental Practice","Dental Practices",Dental,"Longford Road",Anglesey,"LL65 1TR",20/04/2021,"'01407 763455",NHS
"Loudoun Dental Clinic","Dental Practices",Dental,"Butetown Health Centre @ Loudoun",Butetown,"CF10 5HW",,"'029 2183 3235",NHS
"Lucy Reed Dental Hygiene","Dental Practices",Dental,"Coach House Clinic, 23 High Street",Llandaff,"CF5 2DY",,"'02920 567824",Private/Independent
"LX Laser Clinic (de-registered 23/07/2025)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","20 A Glebe Street",Penarth,"CF64 1EE",30/01/2020,,Private/Independent
"Sparkle Dental Centre","Dental Practices",Dental,"4 Osborne Road",Pontypool,"NP4 6NW",28/02/2024,"'01495 753773","NHS, Private/Independent"
"M Taylor","Dental Practices",Dental,"17 Commercial Street",Ystradgynlais,"SA9 1HD",,"'01639 843423",NHS
"Machen Surgery","GP Surgeries","GP services","The Crescent",Machen,"CF83 8ND",,"'01633 44 0205",NHS
"Bro Ddyfi Community Hospital (Machynlleth)",Hospitals,,"Heol Maengwyn",Machynlleth,"SY20 8AD",19/03/2026,"'01654 702266",NHS
"Dyfi Valley Health","GP Surgeries","GP services","Forge Road",Machynlleth,"SY20 8EQ",10/02/2026,"'01654 702224",NHS
"Mumbles Medical Practice","GP Surgeries","GP services","10 West Cross Avenue Norton",Swansea,SA35UA,,"'01792 403010",NHS
"Murray Street Dental Practice","Dental Practices",Dental,"16 Murray Street",Llanelli,"SA15 1DZ",22/05/2023,"'01554 774768",NHS
"Murton Surgery","GP Surgeries","GP services","Murton Green Bishopston",Swansea,SA33AS,,"'01792 232229",NHS
"MyDentist – Wylcwm Place, Knighton (de-registered 30/09/2025)","Dental Practices",Dental,"3 Wylcwm Place",Knighton,"LD7 1AE",15/03/2024,"'01547 520129","NHS, Private/Independent"
"MyDentist – Abergele","Dental Practices",Dental,"1 Chapel Street",Conwy,"LL22 7AW",08/02/2018,"'01745 826885","NHS, Private/Independent"
"MyDentist – Cowbridge","Dental Practices",Dental,"64c Eastgate",Cowbridge,"CF71 7AB",,"'01446 771163",NHS
"MyDentist – Fern Dental Practice","Dental Practices",Dental,"1 Fern Avenue",Denbighshire,"LL19 9DN",,"'01745 887098",NHS
"MyDentist – IDH Crickhowell (De-registered 30/06/2025)","Dental Practices",Dental,"2 Bank Buildings Beaufort Street",Crickhowell,"NP8 1AD",23/04/2025,"'01873 810025","NHS, Private/Independent"
"MyDentist – North Parade","Dental Practices",Dental,"61 North Parade",Aberystwyth,"SY23 2JN",29/07/2021,"'01970 612266","NHS, Private/Independent"
"MyDentist – Rhyl","Dental Practices",Dental,"7 Elwy Street",Denbighshire,"LL18 1BS",04/07/2018,"'01745 353262","NHS, Private/Independent"
"MyDentist – Lampeter","Dental Practices",Dental,"2 The Market Place",Lampeter,"SA48 7DS",19/12/2023,"'01570 423630","NHS, Private/Independent"
"MyDentist – Machynlleth","Dental Practices",Dental,"The Health Centre Forge Road",Machynlleth,"SY20 8EQ",,"'01654 702753",NHS
"MyDentist – Nolton Street, Bridgend","Dental Practices",Dental,"54-58 Nolton Street",Bridgend,"CF31 3BP",18/10/2023,"'01656 668826","NHS, Private/Independent"
"MyDentist – Trosely House, Newtown","Dental Practices",Dental,"65 Clifton Terrace",Newtown,"SY16 1BG",09/12/2025,"'01686 624344","NHS, Private/Independent"
"Builth Wells Community Dentist","Dental Practices",Dental,"Glan Irfon Health and Social Care Centre",Pendre,"LD2 3DG",,"'01597 828768",NHS
"MyDentist – Llandudno","Dental Practices",Dental,"3 Deganwy Avenue",Conwy,"LL30 2YP",09/11/2017,"'01492 877317","NHS, Private/Independent"
"MyDentist – Talbot Green","Dental Practices",Dental,"Courtyards Dental Centre","Talbot Green","CF72 8AE",21/01/2025,"'01443 224541","NHS, Private/Independent"
"My Smile Centre","Dental Practices",Dental,"118 Charles Street","Milford Haven","SA73 2HW",13/12/2023,"'01646 693651","NHS, Private/Independent"
"MyDentist – Alexandra Road, Gorseinon","Dental Practices",Dental,"104 Alexandra Road Gorseinon",Swansea,"SA4 4NX",04/12/2018,"'01792 892605","NHS, Private/Independent"
"The Dental Surgery","Dental Practices",Dental,"99 Corporation Road",Grangetown,"CF11 7AQ",25/01/2019,"'029 2022 9877","NHS, Private/Independent"
"Nannerch Memorial Hall","GP Surgeries","GP services",NANNERCH,Flintshire,CH75RD,,"'01352 710529",NHS
"Nantgarw Road Medical Centre","GP Surgeries","GP services","4 Beddau Way",Caerphilly,"CF83 2AX",16/10/2023,"'029 20 888118",NHS
"Nantyglo Medical Centre","GP Surgeries","GP services","Queen Street",Brynmawr,"NP23 4LW",,"'01495 312909",NHS
"Narberth & Clarbeston Road Practice","GP Surgeries","GP services","Health Centre, Northfield Road",Narberth,"SA67 7AA",,"'01834 860316",NHS
"Narberth Dental Health Practice","Dental Practices",Dental,"6 James Street",Narberth,"SA67 7BD",10/02/2021,"'01646 690580",Private/Independent
"Mayhill Surgery","GP Surgeries","GP services","108 Penygraig Road Mayhill",Swansea,SA16JZ,,"'01792 655667",NHS
"Lonfa Surgery","GP Surgeries","GP services","Glyn y Marl Road",Conwy,"LL31 9NS",,"'01492 581172",NHS
"Meddygfa Aelhaearn","GP Surgeries","GP services",,Gwynedd,"LL54 5AG",,"'01758 750514",NHS
"Meddygfa Albany Surgery","GP Surgeries","GP services","219-221 City Road Cardiff",Plasnewydd,"CF24 3JD",10/04/2026,"'029 2048 6561",NHS
"Meddygfa Cadog","GP Surgeries","GP services",Llangadog,,"SA20 0HY",,"'01550 777156",NHS
"Meddygfa Cae Glas","GP Surgeries","GP services","Cae Glas",Conwy,"LL22 8SQ",,"'01745 822277",NHS
"Canna Surgery","GP Surgeries","GP services","27 Wyndham Crescent Canton",Canton,"CF11 9EE",12/03/2025,"'02920 390722",NHS
Meddygfa,"GP Surgeries","GP services","Ffordd Gethin, Pentre Du",Conwy,"LL24 0BP",,"'01690 710205",NHS
"Meddygfa Cwm Rhymni Practice","GP Surgeries","GP services","Deri Medical Centre New Road",Deri,"CF81 9GJ",,"'01443 830961",NHS
"Meddygfa Cwm Rhymni Practice","GP Surgeries","GP services","Fochriw Health Centre Plantation Terrace",Fochriw,"CF81 9JR",,"'01685 841286",NHS
"Meddygfa Cwm Rhymni Practice","GP Surgeries","GP services","White Rose Medical Centre","New Tredegar","NP24 6EE",03/12/2019,"'01443 878300",NHS
"Meddygfa Cwm Rhymni Practice","GP Surgeries","GP services","R.I.H.S.C.C. Unit 22 The Lawn Industrial Estate",Rhymney,"NP22 5PW",21/05/2025,"'01685 700404",NHS
"Meddygfa Emlyn","GP Surgeries","GP services",,"Newcastle Emlyn","SA38 9NS",22/12/2023,"'01239 710479",NHS
"Meddygfa Gelligaer Surgery","GP Surgeries","GP services","Heol Hen Ysgol",Hengoed,"CF82 8FQ",,"'01443 875333",NHS
"Meddygfa Gwydir","GP Surgeries","GP services","School Bank Road",Conwy,"LL26 0AR",,"'01492 640411",NHS
Meddygfa,"GP Surgeries","GP services","Canolfan Iechyd",Gwynedd,"LL23 7BA",,"'01678 520308",NHS
"Meddygfa Gyffin","GP Surgeries","GP services",Woodlands,Conwy,"LL32 8LT",13/12/2019,"'01492 596381",NHS
"Meddygfa Hafan Iechyd","GP Surgeries","GP services","Victoria Dock",Gwynedd,"LL55 1TH",14/02/2024,"'01286 684100",NHS
"Meddygfa Lansdowne Surgery","GP Surgeries","GP services","Sanatorium Road Canton",Canton,"CF11 8DG",27/06/2023,"'029 2039 5115",NHS
"Meddygfa Llwyncelyn Practice","GP Surgeries","GP services","Park Road Surgery",Whitchurch,"CF14 7EZ",,"'029 2035 7601",NHS
"Meddygfa Maelog","GP Surgeries","GP services",Llanfaelog,Anglesey,"LL63 5SS",,"'01407 810313",NHS
"Meddygfa Minafon","GP Surgeries","GP services",,Kidwelly,"SA17 4UL",19/10/2018,"'01554 890234",NHS
"Meddygfa Pengorof","GP Surgeries","GP services","Gorof Road",Ystradgynlais,"SA9 1DS",06/11/2023,"'01639 843221",NHS
"Meddygfa Penygroes","GP Surgeries","GP services","Bridge Street Penygroes",Llanelli,"SA14 7RP",,"'01269 831193",NHS
"Narberth Surgery","GP Surgeries","GP services","Health Centre, Northfield Road",Narberth,"SA67 7AA",14/06/2023,"'01834 860237",NHS
"Meddygfa Rhydbach","GP Surgeries","GP services",,Gwynedd,"LL53 8RE",,"'01758 730266",NHS
"Meddygfa Star Surgery","GP Surgeries","GP services",Star,Anglesey,"LL60 6AH",,"'01248 714533",NHS
"Meddygfa Taf","GP Surgeries","GP services","North Road",Whitland,"SA34 0AT",,"'01994 240195",NHS
"Meddygfa Talybont","GP Surgeries","GP services","43-47 High Street",Anglesey,"LL77 7NA",,"'01248 722105",NHS
"Meddygfa Teifi Surgery","GP Surgeries","GP services","New Road",Llandysul,"SA44 4QJ",,"'01559 362221",NHS
"Meddygfa Teilo","GP Surgeries","GP services","Crescent Road",Llandeilo,"SA19 6HN",,"'01558 823435",NHS
"Meddygfa Tywi","GP Surgeries","GP services","Station Road",Nantgaredig,"SA32 7LG",,"'01267 290240",NHS
"Meddygfa Tywyn Bach","GP Surgeries","GP services","Parcyminos Street","Burry Port","SA16 0BN",,"'01554 832240",NHS
"Meddygfa Uwchaled Medical Practice","GP Surgeries","GP services",,Conwy,"LL21 9UB",,"'01490 420210",NHS
"Meddygfa Victoria","GP Surgeries","GP services",,Anglesey,"LL65 1UB",,"'01407 762713",NHS
"Meddygfa Wdig","GP Surgeries","GP services","Main Street",Goodwick,"SA64 0BN",24/08/2017,"'01348 872802",NHS
"Meddygfa Wdig","GP Surgeries","GP services","Memorial Hall Car Park Station Road, Letterston",Haverfordwest,"SA42 5RY",,"'01348 840857",NHS
"Machynys Medical Centre","GP Surgeries","GP services","The Avenue Morfa",,"SA15 2DP",,"'01554 772678",NHS
"Machynys Medical Centre","GP Surgeries","GP services","The Avenue Morfa",,"SA15 2DP",,"'01554 772678",NHS
"Madoc Dental Care","Dental Practices",Dental,"3A Madoc Street",Llandudno,"LL30 2TL",05/03/2025,"'01492 870525","NHS, Private/Independent"
"Madog Surgery","GP Surgeries","GP services","High Street",Gwynedd,"LL49 9HD",,"'01766 512284",NHS
"Madryn House Surgery","GP Surgeries","GP services","6 Madryn Avenue",Denbighshire,"LL18 4RS",,"'01745 342225",NHS
"Maelor Dental Care","Dental Practices",Dental,"Whitchurch Road","Bangor on Dee","LL13 0AY",29/05/2019,"'01978 780943",Private/Independent
"Maendy Place Surgery","GP Surgeries","GP services","1 Maendy Place Weatherall Street",Aberdare,"CF44 7AY",,"'01685 883253",NHS
"Maerdy Surgery","GP Surgeries","GP services","North Terrace Maerdy",Ferndale,"CF43 4DD",,"'01443 733202",NHS
"Maes Pennant Surgery (Dr V Jayaraman)","GP Surgeries","GP services","Ffordd Pennant",Flintshire,CH89NX,,"'01745 560347",NHS
"Maesteg Community Hospital",Hospitals,"Mental Health","Neath Road",Maesteg,"CF34 9PW",16/03/2023,"'01656 752752",NHS
"Caldicot Medical Group - Dorset House Surgery","GP Surgeries","GP services","Brassknocker Lane","Magor Square","NP26 3EG",,"'01291 420282",NHS
"Maindiff Court Hospital",Hospitals,"Mental Health","Ross Road",Abergavenny,"NP7 8NF",15/01/2026,"'01873 735500",NHS
"Malpas Brook Health Centre","GP Surgeries","GP services","107 Malpas Road",Newport,"NP20 5PL",,"'01633 855808",NHS
"Malpas Dental Practice Ltd","Dental Practices",Dental,"442 Malpas Road",Newport,"NP20 6WE",20/09/2021,"'01633 853866","NHS, Private/Independent"
"Manor Road Dental Practice","Dental Practices",Dental,"72 Manor Road Manselton",Swansea,"SA5 9PN",11/09/2024,"'01792 653826","NHS, Private/Independent"
"Mansel Terrace Dental Surgery","Dental Practices",Dental,"4 Mansel Terrace Cwmbwrla",Swansea,SA58NN,,"'01792 652433",NHS
"Manselton Surgery","GP Surgeries","GP services","Elgin Street Manselton",Swansea,SA58QE,,"'01792 653643",NHS
"Marches Medical Practice","GP Surgeries","GP services","83 Main Road",Flintshire,CH40NR,,"'01244 520615",NHS
"Margaret Street Surgery","GP Surgeries","GP services","Margaret Street",Ammanford,"SA18 2PJ",,"'01269 592477",NHS
"Marie Curie Hospice",Hospices,,"Bridgeman Road",Penarth,"CF64 2AW",09/05/2024,"'029 2042 6000",Private/Independent
"Marina Medical Centre","GP Surgeries","GP services","Mannheim Quay Maritime Quarter",Swansea,SA11TS,,"'01792 646800",NHS
"Markham Medical Centre","GP Surgeries","GP services","James Street",Blackwood,"NP12 0QN",23/01/2017,"'01495 224134",NHS
"Marlborough Dental Practice","Dental Practices",Dental,"14 Marlborough Road, Roath",Cardiff,"CF23 5BX",11/06/2025,"'029 2049 3050","NHS, Private/Independent"
"Marquess Dental","Dental Practices",Dental,"Holyhead Road",Anglesey,"LL61 5TX",19/10/2017,"'01248 787878",Private/Independent
"Marshield Surgery (branch)","GP Surgeries","GP services","2 Bakers Court",Newport,CF32UJ,,"'01633 251228",NHS
"Amman Tawe Partership - Meddygfa'r Cwm","GP Surgeries","GP services","4 Gwilym Road",Cwmllynfell,"SA9 2GH",,"'01639 830204",NHS
"Meddygfa'r Sarn","GP Surgeries","GP services","Heol Y Meinciau Pontyates",Llanelli,"SA15 5TR",06/12/2018,"'01269 860348",NHS
"Meddygfa'r Tymbl","GP Surgeries","GP services","6 Heol Y Bryn Upper Tumble",Llanelli,"SA14 6DP",,"'01269 841289",NHS
"Medical Centre","GP Surgeries","GP services","Institute House, Llanhilleth Institute",Abertillery,"NP13 2JH",,"'01495 214255",NHS
"Medical Centre","GP Surgeries","GP services","York Road",Conwy,"LL31 9PX",,"'01492 550430",NHS
"Medical Centre Surgery","GP Surgeries","GP services","Information Centre Car Park",KILGETTY,"SA68 0YA",,"'01834 812600",NHS
"Meliden Community Centre","GP Surgeries","GP services","Ffordd Talargoch",Denbighshire,"LL19 8NR",,"'01745 852165",NHS
"Llantarnam Dental Practice","Dental Practices",Dental,,Cwmbran,"NP44 3BH",13/12/2021,"'01633 483151","NHS, Private/Independent"
"Menai Bridge Dental Practice","Dental Practices",Dental,"5 Askew Street","Menai Bridge","LL59 5EG",05/10/2017,"'01248 712925",Private/Independent
"Menai Bridge Surgery","GP Surgeries","GP services","Coronation Road",Anglesey,"LL59 5BD",,"'01248 712210",NHS
"Merthyr Renal Dialysis Unit",Hospitals,,"Goat Mill Road","Merthyr Tydfil","CF47 0AH",07/03/2018,,Private/Independent
"Middle Lane Surgery","GP Surgeries","GP services","Middle Lane",Denbighshire,"LL16 3UW",,"'01745 816481",NHS
"MyDentist – Mill Lane Dental Centre","Dental Practices",Dental,"Mill Lane",Llanelli,"SA15 3SE",31/05/2023,"'01554 746618","NHS, Private/Independent"
"Porthcawl Dental Care","Dental Practices",Dental,"34 Victoria Avenue",Porthcawl,"CF36 3HG",20/07/2022,"'01656 783217","NHS, Private/Independent"
"Porthceri Surgery","GP Surgeries","GP services","Park Crescent",Barry,"CF62 6HE",,"'01446 735365",NHS
"Porthkerry Dental Centre","Dental Practices",Dental,"2 Porthkerry Road",Barry,"CF62 7AX",20/09/2023,"'01446 735395","NHS, Private/Independent"
"Porthmadog Health Centre","GP Surgeries","GP services","High Street","Porthmadog, Gwynedd","LL49 9NU",20/04/2021,"'01766 514207",NHS
"Portland Street Dental Practice","Dental Practices",Dental,"23 Portland Street",Aberystwyth,"SY23 2DX",21/06/2022,"'01970 612581","NHS, Private/Independent"
"Portman Dental, Pembrokeshire Dental Care","Dental Practices",Dental,Pen-Y-Bont,Newport,"SA42 0LT",26/04/2019,"'01239 820083",Private/Independent
"Portskewett Surgery","GP Surgeries","GP services","12a Main Road",Caldicot,"NP26 5SG",,"'01291 425242",NHS
