company_name,company_number,registered_office_address,postcode,phone,website,sic_codes,company_status,date_of_creation,director_names,director_roles,officer_count,crm_detected,crm_confidence,crm_evidence,blast_segment,wisecall_tier,corporate_group,corporate_group_name,area,source,notes,email,branch_id,profile_url,rightmove_company_id
Church & Hawes,,"6 High Street,, 
Maldon,, 
CM9 5PJ",CM9 5PJ,01621 738587,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Maldon,Rightmove Essex directory,branch_id:7879; profile:https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Maldon-7879.html; sales:Yes; lettings:Yes; phones:01621 738587; 01621 738595,,7879,https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Maldon-7879.html,2120
Church & Hawes,,"19 Reeves Way,, 
South Woodham Ferrers,, 
CM3 5XF",CM3 5XF,01245 945848,https://churchandhawes.com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,South Woodham Ferrers,Rightmove Essex directory,branch_id:7880; profile:https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/South-Woodham-Ferrers-7880.html; sales:Yes; lettings:Yes; phones:01245 329429; 01245 945848,,7880,https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/South-Woodham-Ferrers-7880.html,2120
Churchill Estates,,"17 Queens Road,, 
Buckhurst Hill,, 
IG9 5BZ",IG9 5BZ,020 3879 5370,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Buckhurst Hill & Loughton,Rightmove Essex directory,branch_id:10137; profile:https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/Buckhurst-Hill-and-Loughton-10137.html; sales:Yes; lettings:Yes; phones:020 3834 8569; 020 3879 5370,,10137,https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/Buckhurst-Hill-and-Loughton-10137.html,3502
Churchill Estates,,"157 Station Road,, 
London,, 
E4 6AG",E4 6AG,020 3835 6473,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,North Chingford & Sewardstone,Rightmove Essex directory,branch_id:10141; profile:https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/North-Chingford-and-Sewardstone-10141.html; sales:Yes; lettings:Yes; phones:020 3835 6473; 020 3856 4261,,10141,https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/North-Chingford-and-Sewardstone-10141.html,3502
Churchill Estates,,"242 Chingford Mount Road,, 
London,, 
E4 8JL",E4 8JL,020 3835 2295,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,South Chingford & Highams Park,Rightmove Essex directory,branch_id:10142; profile:https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/South-Chingford-and-Highams-Park-10142.html; sales:Yes; lettings:Yes; phones:020 3835 2295; 020 3909 3861,,10142,https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/South-Chingford-and-Highams-Park-10142.html,3502
Churchwood Stanley,,"Essex and Suffolk Office, 2 The Lane,, 
Manningtree,, 
CO11 1AW",CO11 1AW,01206 586129,https://Churchwoodstanley.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Manningtree,Rightmove Essex directory,branch_id:142091; profile:https://www.rightmove.co.uk/estate-agents/agent/Churchwood-Stanley/Manningtree-142091.html; sales:Yes; lettings:No; phones:01206 586129,,142091,https://www.rightmove.co.uk/estate-agents/agent/Churchwood-Stanley/Manningtree-142091.html,2810
Claridges Commercial Property Consultants,,"Connaught House Broomhill Road,, 
Woodford Green,, 
IG8 0XR",IG8 0XR,020 4572 8107,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Woodford Green,Rightmove Essex directory,branch_id:291845; profile:https://www.rightmove.co.uk/estate-agents/agent/Claridges-Commercial-Property-Consultants/Woodford-Green-291845.html; sales:Yes; lettings:Yes; phones:020 4572 8107; 020 4572 9297,,291845,https://www.rightmove.co.uk/estate-agents/agent/Claridges-Commercial-Property-Consultants/Woodford-Green-291845.html,95288
Clarke Hillyer Limited,,"Unit 2, Buckingham Court, Rectory Lane,, 
Loughton,, 
IG10 2QZ",IG10 2QZ,020 3909 0348,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Loughton,Rightmove Essex directory,branch_id:216248; profile:https://www.rightmove.co.uk/estate-agents/agent/Clarke-Hillyer-Limited/Loughton-216248.html; sales:Yes; lettings:Yes; phones:020 3834 8536; 020 3909 0348,,216248,https://www.rightmove.co.uk/estate-agents/agent/Clarke-Hillyer-Limited/Loughton-216248.html,65828
Clarknewman,,"Equity House, 4-6 Market Street, 
Old Harlow, 
Essex, 
CM17 0AH",CM17 0AH,01279 976205,https://situation.Com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Old Harlow,Rightmove Essex directory,branch_id:236735; profile:https://www.rightmove.co.uk/estate-agents/agent/Clarknewman/Old-Harlow-236735.html; sales:Yes; lettings:Yes; phones:01279 400444; 01279 976205,,236735,https://www.rightmove.co.uk/estate-agents/agent/Clarknewman/Old-Harlow-236735.html,72614
Coll & Sons Properties,,London,,01702 967821,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,"Covering Southend, Brentwood & London",Rightmove Essex directory,branch_id:84213; profile:https://www.rightmove.co.uk/estate-agents/agent/Coll-and-Sons-Properties/Covering-Southend-Brentwood-and-London-84213.html; sales:Yes; lettings:Yes; phones:01702 655570; 01702 967821,,84213,https://www.rightmove.co.uk/estate-agents/agent/Coll-and-Sons-Properties/Covering-Southend-Brentwood-and-London-84213.html,27567
Colubrid,,"16  Village Square,, 
Chelmer Village,, 
Chelmsford,, 
CM2 6RF",CM2 6RF,01245 945929,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:245048; profile:https://www.rightmove.co.uk/estate-agents/agent/Colubrid/Chelmsford-245048.html; sales:Yes; lettings:Yes; phones:01245 945929; 01245 945930,,245048,https://www.rightmove.co.uk/estate-agents/agent/Colubrid/Chelmsford-245048.html,15321
Colubrid,,"17 Kings Parade,, 
King Street,, 
Essex,, 
SS17 0HR",SS17 0HR,01375 803788,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Thurrock & Basildon,Rightmove Essex directory,branch_id:49614; profile:https://www.rightmove.co.uk/estate-agents/agent/Colubrid/Thurrock-and-Basildon-49614.html; sales:Yes; lettings:Yes; phones:01375 360031; 01375 803788,,49614,https://www.rightmove.co.uk/estate-agents/agent/Colubrid/Thurrock-and-Basildon-49614.html,15321
Compass One Stop Property Shop,,"28 Kingsway,, 
Dovercourt,, 
Harwich,, 
CO12 3AB",CO12 3AB,01255 442114,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Dovercourt,Rightmove Essex directory,branch_id:11201; profile:https://www.rightmove.co.uk/estate-agents/agent/Compass-One-Stop-Property-Shop/Dovercourt-11201.html; sales:Yes; lettings:Yes; phones:01255 442114; 01255 442210,,11201,https://www.rightmove.co.uk/estate-agents/agent/Compass-One-Stop-Property-Shop/Dovercourt-11201.html,4056
Concord Property Limited,,"Unit 2 The Quayside Maltings,, 
High Street,, 
Mistley,, 
Manningtree,, 
CO11 1AL",CO11 1AL,01206 586118,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Mistley,Rightmove Essex directory,branch_id:246470; profile:https://www.rightmove.co.uk/estate-agents/agent/Concord-Property-Limited/Mistley-246470.html; sales:No; lettings:Yes; phones:01206 586118,,246470,https://www.rightmove.co.uk/estate-agents/agent/Concord-Property-Limited/Mistley-246470.html,21350
Connells,,"The Old Police House, , 
96 High Street, , 
Billericay, CM12 9BT",CM12 9BT,01277 289508,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Connells,Billericay,Rightmove Essex directory,branch_id:1695; profile:https://www.rightmove.co.uk/estate-agents/agent/Connells/Billericay-1695.html; sales:Yes; lettings:No; phones:01277 289508,,1695,https://www.rightmove.co.uk/estate-agents/agent/Connells/Billericay-1695.html,43
Connells,,"Great Square, Braintree, Essex, CM7 1TX",CM7 1TX,01376 315800,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Connells,Braintree,Rightmove Essex directory,branch_id:1689; profile:https://www.rightmove.co.uk/estate-agents/agent/Connells/Braintree-1689.html; sales:Yes; lettings:No; phones:01376 315800,,1689,https://www.rightmove.co.uk/estate-agents/agent/Connells/Braintree-1689.html,43
Connells,,"4 Tindal Square, , 
Chelmsford, , 
Essex, CM1 1EH",CM1 1EH,01245 945312,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Connells,Chelmsford,Rightmove Essex directory,branch_id:1694; profile:https://www.rightmove.co.uk/estate-agents/agent/Connells/Chelmsford-1694.html; sales:Yes; lettings:No; phones:01245 945312,,1694,https://www.rightmove.co.uk/estate-agents/agent/Connells/Chelmsford-1694.html,43
Connells,,"3a High Street,, 
Colchester,, 
Essex,, 
CO1 1DA,",CO1 1DA,01206 586060,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Connells,Colchester,Rightmove Essex directory,branch_id:1691; profile:https://www.rightmove.co.uk/estate-agents/agent/Connells/Colchester-1691.html; sales:Yes; lettings:No; phones:01206 586060,,1691,https://www.rightmove.co.uk/estate-agents/agent/Connells/Colchester-1691.html,43
Connells,,"113-115 High Street, , 
Rayleigh, SS6 7QA",SS6 7QA,01268 202594,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Connells,Rayleigh,Rightmove Essex directory,branch_id:1696; profile:https://www.rightmove.co.uk/estate-agents/agent/Connells/Rayleigh-1696.html; sales:Yes; lettings:No; phones:01268 202594,,1696,https://www.rightmove.co.uk/estate-agents/agent/Connells/Rayleigh-1696.html,43
Connells Lettings,,"3a , 
High Street,, 
Colchester,, 
CO1 1DA",CO1 1DA,01206 586117,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Connells,Colchester,Rightmove Essex directory,branch_id:95897; profile:https://www.rightmove.co.uk/estate-agents/agent/Connells-Lettings/Colchester-95897.html; sales:No; lettings:Yes; phones:01206 586117,,95897,https://www.rightmove.co.uk/estate-agents/agent/Connells-Lettings/Colchester-95897.html,43
Connells Lettings,,"113/115 High Street,, 
Rayleigh,, 
SS6 7QA",SS6 7QA,01268 203698,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Connells,Rayleigh,Rightmove Essex directory,branch_id:116695; profile:https://www.rightmove.co.uk/estate-agents/agent/Connells-Lettings/Rayleigh-116695.html; sales:No; lettings:Yes; phones:01268 203698,,116695,https://www.rightmove.co.uk/estate-agents/agent/Connells-Lettings/Rayleigh-116695.html,43
Connollys,,"5, 
Grover Walk, 
Corringham, 
Essex, 
SS17 7LU",SS17 7LU,01375 803669,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Corringham,Rightmove Essex directory,branch_id:9302; profile:https://www.rightmove.co.uk/estate-agents/agent/Connollys/Corringham-9302.html; sales:Yes; lettings:Yes; phones:01375 803662; 01375 803669,,9302,https://www.rightmove.co.uk/estate-agents/agent/Connollys/Corringham-9302.html,3181
Cooper Hirst Ltd,,"Goldlay House, Parkway,, 
Chelmsford,, 
CM2 7PR",CM2 7PR,01245 945447,https://cooper-hirst.com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:12253; profile:https://www.rightmove.co.uk/estate-agents/agent/Cooper-Hirst-Ltd/Chelmsford-12253.html; sales:Yes; lettings:Yes; phones:01245 945447; 01245 945461; emails:info@cooper-hirst.com; info@cooper-hirst.comCooper,info@cooper-hirst.com,12253,https://www.rightmove.co.uk/estate-agents/agent/Cooper-Hirst-Ltd/Chelmsford-12253.html,4365
Coulson James,,"110 , 
Broadway, 
Leigh-On-Sea, 
SS9 1AB ,",SS9 1AB,01702 967528,https://coulsonjames.com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Leigh on Sea,Rightmove Essex directory,branch_id:7385; profile:https://www.rightmove.co.uk/estate-agents/agent/Coulson-James/Leigh-on-Sea-7385.html; sales:Yes; lettings:Yes; phones:01702 967136; 01702 967528; emails:info@coulsonjames.com,info@coulsonjames.com,7385,https://www.rightmove.co.uk/estate-agents/agent/Coulson-James/Leigh-on-Sea-7385.html,2432
Coultons,,"26 Station Road,, 
London,, 
E4 7BE",E4 7BE,020 3907 9959,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London,Rightmove Essex directory,branch_id:115756; profile:https://www.rightmove.co.uk/estate-agents/agent/Coultons/London-115756.html; sales:Yes; lettings:Yes; phones:020 3907 9959; 020 3910 6249,,115756,https://www.rightmove.co.uk/estate-agents/agent/Coultons/London-115756.html,41938
Countryside Estates,,"205 High Road,, 
Benfleet,, 
SS7 5HY",SS7 5HY,01268 203737,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Countryside Estates,Rightmove Essex directory,branch_id:8156; profile:https://www.rightmove.co.uk/estate-agents/agent/Countryside-Estates/Countryside-Estates-8156.html; sales:Yes; lettings:Yes; phones:01268 203279; 01268 203737,,8156,https://www.rightmove.co.uk/estate-agents/agent/Countryside-Estates/Countryside-Estates-8156.html,1398
Countrywide Commercial,,"Connaught House, 
Broomhill Road,, 
Woodford Green, 
Essex, 
IG8 0XR",IG8 0XR,020 8106 8833,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Countrywide,Greater London,Rightmove Essex directory,branch_id:60552; profile:https://www.rightmove.co.uk/estate-agents/agent/Countrywide-Commercial/Greater-London-60552.html; sales:Yes; lettings:Yes; phones:020 8059 8474; 020 8106 8833,,60552,https://www.rightmove.co.uk/estate-agents/agent/Countrywide-Commercial/Greater-London-60552.html,19305
County Estates,,"Frog House, , 
22 Baron Road,, 
South Woodham Ferrers,, 
CM3 5XQ",CM3 5XQ,01245 945469,https://countyestates.net,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,South Woodham Ferrers,Rightmove Essex directory,branch_id:10052; profile:https://www.rightmove.co.uk/estate-agents/agent/County-Estates/South-Woodham-Ferrers-10052.html; sales:Yes; lettings:Yes; phones:01245 945469; 01245 945472; emails:sales@countyestates.netWe,sales@countyestates.netWe,10052,https://www.rightmove.co.uk/estate-agents/agent/County-Estates/South-Woodham-Ferrers-10052.html,3449
Court & Co,,"44 Hutton Road,, 
Shenfield,, 
CM15 8LB",CM15 8LB,01277 674244,https://Globrix.com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Shenfield,Rightmove Essex directory,branch_id:31644; profile:https://www.rightmove.co.uk/estate-agents/agent/Court-and-Co/Shenfield-31644.html; sales:Yes; lettings:No; phones:01277 674244,,31644,https://www.rightmove.co.uk/estate-agents/agent/Court-and-Co/Shenfield-31644.html,8406
Cowling & Payne,,"2-6  Runwell Road,, 
Wickford,, 
SS11 7AB",SS11 7AB,01268 202962,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Wickford,Rightmove Essex directory,branch_id:103454; profile:https://www.rightmove.co.uk/estate-agents/agent/Cowling-and-Payne/Wickford-103454.html; sales:Yes; lettings:Yes; phones:01268 202962; 01268 203569,,103454,https://www.rightmove.co.uk/estate-agents/agent/Cowling-and-Payne/Wickford-103454.html,4214
Cranbrook Lettings & Sales,,"713 Cranbrook Road,, 
Barkingside,, 
Ilford,, 
IG2 6RJ",IG2 6RJ,020 3840 3759,https://Yell.com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:236963; profile:https://www.rightmove.co.uk/estate-agents/agent/Cranbrook-Lettings-and-Sales/Ilford-236963.html; sales:Yes; lettings:Yes; phones:020 3840 3759; 020 3889 9003,,236963,https://www.rightmove.co.uk/estate-agents/agent/Cranbrook-Lettings-and-Sales/Ilford-236963.html,72698
Crown Estate Agents,,"Endeavour House Church Road,, 
Ramsden Bellhouse,, 
CM11 1RN",CM11 1RN,01268 437910,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ramsden Bellhouse,Rightmove Essex directory,branch_id:66001; profile:https://www.rightmove.co.uk/estate-agents/agent/Crown-Estate-Agents/Ramsden-Bellhouse-66001.html; sales:Yes; lettings:No; phones:01268 437910,,66001,https://www.rightmove.co.uk/estate-agents/agent/Crown-Estate-Agents/Ramsden-Bellhouse-66001.html,24301
Crowstone Estates,,"516 London Road,, 
Westcliff-On-Sea,, 
SS0 9LD",SS0 9LD,01702 967658,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Westcliff-On-Sea,Rightmove Essex directory,branch_id:12555; profile:https://www.rightmove.co.uk/estate-agents/agent/Crowstone-Estates/Westcliff-On-Sea-12555.html; sales:Yes; lettings:Yes; phones:01702 967658; 01702 967753,,12555,https://www.rightmove.co.uk/estate-agents/agent/Crowstone-Estates/Westcliff-On-Sea-12555.html,4512
Curtis O'Boyle,,"18 High Street,, 
Maldon,, 
CM9 5PJ",CM9 5PJ,01621 738581,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Maldon,Rightmove Essex directory,branch_id:71717; profile:https://www.rightmove.co.uk/estate-agents/agent/Curtis-OBoyle/Maldon-71717.html; sales:No; lettings:Yes; phones:01621 738581,,71717,https://www.rightmove.co.uk/estate-agents/agent/Curtis-OBoyle/Maldon-71717.html,2531
Curtis O'Boyle,,"18 High Street,, 
Maldon,, 
CM9 5PJ",CM9 5PJ,01621 738320,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Maldon,Rightmove Essex directory,branch_id:10260; profile:https://www.rightmove.co.uk/estate-agents/agent/Curtis-OBoyle/Maldon-10260.html; sales:Yes; lettings:No; phones:01621 738320,,10260,https://www.rightmove.co.uk/estate-agents/agent/Curtis-OBoyle/Maldon-10260.html,2531
Daniel Brewer Estate Agents,,"51 High Street, 
Dunmow, 
Essex, 
CM6 1AE,",CM6 1AE,01371 708267,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:87415; profile:https://www.rightmove.co.uk/estate-agents/agent/Daniel-Brewer-Estate-Agents/Essex-87415.html; sales:Yes; lettings:Yes; phones:01371 708265; 01371 708267,,87415,https://www.rightmove.co.uk/estate-agents/agent/Daniel-Brewer-Estate-Agents/Essex-87415.html,31216
Daniel Frank Estates,,"5 Station Road, Loughton,, 
IG10 4NZ",IG10 4NZ,020 3906 2962,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,West Essex,Rightmove Essex directory,branch_id:247421; profile:https://www.rightmove.co.uk/estate-agents/agent/Daniel-Frank-Estates/West-Essex-247421.html; sales:Yes; lettings:No; phones:020 3906 2962,,247421,https://www.rightmove.co.uk/estate-agents/agent/Daniel-Frank-Estates/West-Essex-247421.html,76241
David Burr Estate Agents,,"12 St. James Street,, 
Castle Hedingham,, 
CO9 3EJ",CO9 3EJ,01787 322211,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Castle Hedingham,Rightmove Essex directory,branch_id:53056; profile:https://www.rightmove.co.uk/estate-agents/agent/David-Burr-Estate-Agents/Castle-Hedingham-53056.html; sales:Yes; lettings:Yes; phones:01787 322211; 01787 322347,,53056,https://www.rightmove.co.uk/estate-agents/agent/David-Burr-Estate-Agents/Castle-Hedingham-53056.html,20671
